title,authors,where_published,DOI,provenance,source_wg_report,study_specific_inclusion_notes,year,duplicate_group,duplicate_of_or_relation,relevance_tier,prior_wg_status,publication_type,numpages,assignment_scope,catalogue_status,catalogue_entry_id,catalogue_file,exclusion_reason
Transformed by Transformers: Navigating the AI Coding Revolution for Computing Education: An ITiCSE Working Group Conducted by Humans,"Prather, James; Denny, Paul; Leinonen, Juho; Becker, Brett A.; Albluwi, Ibrahim; Caspersen, Michael E.; Craig, Michelle; Keuning, Hieke; Kiesler, Natalie; Kohn, Tobias; Luxton-Reilly, Andrew; MacNeil, Stephen; Petersen, Andrew; Pettit, Raymond; Reeves, Brent N.; Savelka, Jaromir",Proceedings of the 2023 Conference on Innovation and Technology in Computer Science Education V. 2,10.1145/3587103.3594206,the-robots-are-here.pdf + the-robots-are-here.html / References [157],The Robots Are Here (ITiCSE 2023 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: Recent work in computing education has sought to understand the capabilities of LLMs for solving tasks such as writing code, explaining code, creating novel coding assignments, interpreting programming error messages, and more.",2023,DG041,same work as canonical occurrence in DG041; preserved for distinct provenance,1-direct implemented/proposed course or assignment change,2023 WG report reference,,,Yes,,,,Duplicate or related occurrence; canonical occurrence retained
Trust in Generative AI among Students: An exploratory study,"Amoozadeh, Matin; Daniels, David; Nam, Daye; Kumar, Aayush; Chen, Stella; Hilton, Michael; Srinivasa Ragavan, Sruti; Alipour, Mohammad Amin",Proceedings of the 55th ACM Technical Symposium on Computer Science Education V. 1,10.1145/3626252.3630842,beyond-the-hype.pdf + beyond-the-hype.html / References [7],Beyond the Hype (ITiCSE 2024 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks. Supplied evidence: In this paper, we present results from a survey of 253 students at two large universities to understand how much they trust GenAI tools and their feedback on how GenAI impacts their performance in CS courses.",2024,,,3-assignment feedback/support or student use,2024 WG report reference,,,No,,,,Assessment not a substantive object of study
Understanding Algorithmic Problem Solving using LLMs,"Velez, Xavier",Proceedings of the 2024 on ACM Virtual Global Computing Education Conference V. 2,10.1145/3649409.3691086,the-rest-of-the-robots-github/output/other_relevance_to_wg.csv / other row 21,The Rest of the Robots (ITiCSE 2025 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks. Supplied evidence: However, it is not clear how well LLMs fair in tackling more complex problem set ups, like those typically seen in Algorithms courses in which students are provided natural language descriptions of an ambiguous problem and use what they learn to map the problem to an algorithmic solution.",2024,,,3-assignment feedback/support or student use,2025 WG dataset: other; classifier=RELEVANT,,,Yes,,,,Did not meet the review's eligibility criteria
Understanding ChatGPT: Impact Analysis and Path Forward for Teaching Computer Science and Engineering,"Banerjee, P.; Srivastava, Anurag K.; Adjeroh, Donald A.; Reddy, Ramana; Karimian, Nima",IEEE Access,10.1109/access.2024.3524102,the-rest-of-the-robots-github/output/other_relevance_to_wg.csv / other row 203,The Rest of the Robots (ITiCSE 2025 WG),"Tests GenAI on authentic or course-like assignments, assessments, exercises, projects, or exams, informing whether those tasks need redesign. Supplied evidence: A student survey is performed to demonstrate that students must be made aware that ChatGPT may not be suitable for certain types of queries and means of upgrading the evaluation process.",2025,,,2-authentic assignment/assessment evidence,2025 WG dataset: other; classifier=RELEVANT,,,Yes,,,,Did not meet the review's eligibility criteria
Understanding Optimal Interactions Between Students and A Chatbot During A Programming Task,"Shin, Jinnie; Cruz-Castro, Laura; Yang, Zhenlin; Castelblanco, Gabriel; Aggarwal, Ashish; Leite, Walter L.; Carroll, Bruce F.",2024 Winter Simulation Conference (WSC),10.1109/wsc63780.2024.10838799,the-rest-of-the-robots-github/output/lower_computing.csv / lower row 198,The Rest of the Robots (ITiCSE 2025 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: This study explores integrating Large Language Models (LLMs) into computer science education by examining undergraduate interactions with a GPT-4-based chatbot during a formative assignment in an introductory course.",2024,,,1-direct implemented/proposed course or assignment change,2025 WG dataset: lower; classifier=RELEVANT,,,Yes,loaded,assessment:codehelp-linked-list-quiz,site/public/data/assessments/assessment-codehelp-linked-list-quiz.json,
Understanding the Impact of Using Generative AI Tools in a Database Course,"Ramirez Osorio, Valeria; Zavaleta Bernuy, Angela; Simion, Bogdan; Liut, Michael",Proceedings of the 56th ACM Technical Symposium on Computer Science Education V. 1,10.1145/3641554.3701785,the-rest-of-the-robots-github/output/subject_vibes_upper_computing.csv / upper row 69,The Rest of the Robots (ITiCSE 2025 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: Computer science student perceptions and behaviors towards GenAI tools have been studied, but the effects of such tools on student learning have yet to be determined conclusively.",2025,DG085,canonical occurrence for this catalogue; repeated in other supplied provenance buckets,1-direct implemented/proposed course or assignment change,2025 WG dataset: upper,,,Yes,loaded,assessment:database-deadlock-genai-reflection,site/public/data/assessments/assessment-database-deadlock-genai-reflection.json,
Understanding the Impact of Using Generative AI Tools in a Database Course,"Ramirez Osorio, Valeria; Zavaleta Bernuy, Angela; Simion, Bogdan; Liut, Michael",Proceedings of the 56th ACM Technical Symposium on Computer Science Education V. 1,10.1145/3641554.3701785,the-rest-of-the-robots-github/resources/wg2_validation_set.bib / validation entry 1,The Rest of the Robots (ITiCSE 2025 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: Computer science student perceptions and behaviors towards GenAI tools have been studied, but the effects of such tools on student learning have yet to be determined conclusively.",2025,DG085,same work as canonical occurrence in DG085; preserved for distinct provenance,1-direct implemented/proposed course or assignment change,2025 WG validation set,,,Yes,loaded,assessment:database-deadlock-genai-reflection,site/public/data/assessments/assessment-database-deadlock-genai-reflection.json,
Understanding the Impact of Using Generative AI Tools in a Database Course,"Ramirez Osorio, Valeria; Zavaleta Bernuy, Angela; Simion, Bogdan; Liut, Michael",Proceedings of the 56th ACM Technical Symposium on Computer Science Education V. 1,10.1145/3641554.3701785,the-rest-of-the-robots.pdf + the-rest-of-the-robots.html / References [101],The Rest of the Robots (ITiCSE 2025 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: Computer science student perceptions and behaviors towards GenAI tools have been studied, but the effects of such tools on student learning have yet to be determined conclusively.",2025,DG085,same work as canonical occurrence in DG085; preserved for distinct provenance,1-direct implemented/proposed course or assignment change,2025 WG report reference,,,Yes,loaded,assessment:database-deadlock-genai-reflection,site/public/data/assessments/assessment-database-deadlock-genai-reflection.json,
"Unlocking Potential with Generative AI Instruction: Investigating Mid-level Software Development Student Perceptions, Behavior, and Adoption","Gorson Benario, Jamie; Marroquin, Jenn; Chan, Monica M.; Holmes, Ernest D.V.; Mejia, Daniel",Proceedings of the 56th ACM Technical Symposium on Computer Science Education V. 1,10.1145/3641554.3701859,the-rest-of-the-robots-github/output/subject_vibes_upper_computing.csv / upper row 65,The Rest of the Robots (ITiCSE 2025 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks.",2025,DG089,canonical occurrence for this catalogue; repeated in other supplied provenance buckets,3-assignment feedback/support or student use,2025 WG dataset: upper,,,Yes,,,,Duplicate or related occurrence; canonical occurrence retained
"Unlocking Potential with Generative AI Instruction: Investigating Mid-level Software Development Student Perceptions, Behavior, and Adoption","Gorson Benario, Jamie; Marroquin, Jenn; Chan, Monica M.; Holmes, Ernest D.V.; Mejia, Daniel",Proceedings of the 56th ACM Technical Symposium on Computer Science Education V. 1,10.1145/3641554.3701859,the-rest-of-the-robots.pdf + the-rest-of-the-robots.html / References [42],The Rest of the Robots (ITiCSE 2025 WG),"Studies student GenAI use or a GenAI feedback, hint, tutoring, or support mechanism tied to coursework or programming tasks.",2025,DG089,same work as canonical occurrence in DG089; preserved for distinct provenance,3-assignment feedback/support or student use,2025 WG report reference,,,Yes,,,,Duplicate or related occurrence; canonical occurrence retained
Unrestricted Use of LLMs in a Software Project Course: Student Perceptions on Learning and Impact on Course Performance,"Korpimies, Kai; Laaksonen, Antti; Luukkainen, Matti",Proceedings of the 24th Koli Calling International Conference on Computing Education Research,10.1145/3699538.3699541,the-rest-of-the-robots-github/output/subject_vibes_upper_computing.csv / upper row 21,The Rest of the Robots (ITiCSE 2025 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: This study discusses students’ experiences with LLMs in a software project course where students were allowed to use LLMs freely except for unit test generation.",2024,DG112,canonical occurrence for this catalogue; repeated in other supplied provenance buckets,1-direct implemented/proposed course or assignment change,2025 WG dataset: upper,,,Yes,loaded,assessment:software-project-unrestricted-llm,site/public/data/assessments/assessment-software-project-unrestricted-llm.json,
Unrestricted Use of LLMs in a Software Project Course: Student Perceptions on Learning and Impact on Course Performance,"Korpimies, Kai; Laaksonen, Antti; Luukkainen, Matti",Proceedings of the 24th Koli Calling International Conference on Computing Education Research,10.1145/3699538.3699541,the-rest-of-the-robots.pdf + the-rest-of-the-robots.html / References [59],The Rest of the Robots (ITiCSE 2025 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: This study discusses students’ experiences with LLMs in a software project course where students were allowed to use LLMs freely except for unit test generation.",2024,DG112,same work as canonical occurrence in DG112; preserved for distinct provenance,1-direct implemented/proposed course or assignment change,2025 WG report reference,,,Yes,loaded,assessment:software-project-unrestricted-llm,site/public/data/assessments/assessment-software-project-unrestricted-llm.json,
Use of AI-driven Code Generation Models in Teaching and Learning Programming: a Systematic Literature Review,"Cambaz, Doga; Zhang, Xiaoling",Proceedings of the 55th ACM Technical Symposium on Computer Science Education V. 1,10.1145/3626252.3630958,beyond-the-hype.pdf + beyond-the-hype.html / References [22],Beyond the Hype (ITiCSE 2024 WG),"Describes or proposes a concrete change to an assignment, assessment, project, exam, or course GenAI policy. Supplied evidence: We found that the most commonly reported uses of LLM-based code generation models for teachers are generating assignments and evaluating student work, while for students, the models function as virtual tutors.",2024,DG063,same work as canonical occurrence in DG063; preserved for distinct provenance,1-direct implemented/proposed course or assignment change,2024 WG report reference,,,Yes,,,,Duplicate or related occurrence; canonical occurrence retained
